Site ID,Planned Kiosk Type,Installation Status,Street Address,Location,Borough,Installation Complete
mn-01-122275,Link1.0,Live,250 CHURCH STREET,"(40.717805, -74.005815)",Manhattan,04/19/2018
mn-03-123282,Link1.0,Live,223 2 AVENUE,"(40.732247, -73.985132)",Manhattan,10/01/2016
qu-02-157852,Link1.0,Live,50-15 ROOSEVELT AVENUE,"(40.74433, -73.91403)",Queens,02/07/2023
mn-06-133896,Link1.0,Live,141 3 AVENUE,"(40.733841, -73.986634)",Manhattan,12/28/2015
mn-06-137072,Link1.0,Live,201 EAST 42 STREET,"(40.750717, -73.974088)",Manhattan,02/07/2016
bk-01-146047,Link1.0,Live,1 TEN EYCK STREET,"(40.709572, -73.950706)",Brooklyn,12/19/2017
mn-05-122514,Link1.0,Live,1785 BROADWAY,"(40.767008, -73.981859)",Manhattan,05/26/2017
bx-05-119738,Link5G_Ad,Live,1780 UNIVERSITY AVENUE,"(40.850245, -73.915169)",Bronx,07/14/2022
mn-03-123269,Link1.0,Live,170 2 AVENUE,"(40.730249, -73.986348)",Manhattan,07/10/2016
mn-04-122503,Link1.0,Live,969 8 AVENUE,"(40.766638, -73.983092)",Manhattan,03/10/2016
bx-06-144410,Link1.0,Live,1961 ARTHUR AVENUE,"(40.846522, -73.893398)",Bronx,05/17/2018
mn-02-133430,Link1.0,Live,183 CANAL STREET,"(40.716869, -73.997578)",Manhattan,09/14/2016
bx-02-106058,Link5G_Ad,Live,700 FAILE STREET,"(40.81474, -73.886191)",Bronx,06/16/2022
mn-03-136971,Link1.0,Live,344 EAST 11 STREET,"(40.729449, -73.984309)",Manhattan,04/02/2017
mn-11-120218,Link1.0,Live,1722 3 AVENUE,"(40.785818, -73.949031)",Manhattan,03/05/2016
mn-07-107744,Link1.0,Live,105 WEST 106 STREET,"(40.799472, -73.963183)",Manhattan,01/26/2018
qu-09-128371,Link1.0,Live,80-55 KEW GARDENS ROAD,"(40.713167, -73.829809)",Queens,07/20/2016
mn-10-119893,Link1.0,Live,2730 FREDERICK DOUGLASS BOULEVARD,"(40.822924, -73.941723)",Manhattan,10/03/2016
mn-10-120621,Link1.0,Live,320 ST. NICHOLAS AVENUE,"(40.811325, -73.952053)",Manhattan,10/29/2016
mn-10-119951,Link1.0,Live,200 WEST 125 STREET,"(40.809022, -73.948689)",Manhattan,11/14/2016
bx-07-119873,Link1.0,Live,26 WEST KINGSBRIDGE ROAD,"(40.867627, -73.89873)",Bronx,06/09/2016
mn-05-138326,Link1.0,Live,134 EAST 52 STREET,"(40.757793, -73.971703)",Manhattan,01/28/2017
bx-05-119613,Link1.0,Live,1 WEST BURNSIDE AVENUE,"(40.85393, -73.907502)",Bronx,11/23/2016
bx-04-145838,Link1.0,Live,1605 WALTON AVENUE,"(40.843881, -73.91293)",Bronx,04/22/2017
qu-01-125165,Link1.0,Live,37-02 ASTORIA BOULEVARD SOUTH,"(40.769096, -73.912837)",Queens,06/14/2018
qu-03-136452,Link1.0,Live,88-03 ROOSEVELT AVENUE,"(40.748311, -73.878165)",Queens,08/19/2017
mn-05-107818,Link1.0,Live,670 8 AVENUE,"(40.757544, -73.989409)",Manhattan,03/12/2016
mn-02-133259,Link1.0,Live,399 WEST BROADWAY,"(40.724338, -74.002022)",Manhattan,08/07/2018
bx-05-119599,Link1.0,Live,66 EAST TREMONT AVENUE,"(40.850709, -73.907732)",Bronx,02/23/2022
mn-09-146052,Link1.0,Live,499 WEST 135 STREET,"(40.818868, -73.95187)",Manhattan,02/03/2018
mn-07-107919,Link1.0,Live,250 WEST 94 STREET,"(40.793426, -73.973043)",Manhattan,10/06/2017
mn-11-120226,Link1.0,Live,1882 3 AVENUE,"(40.790401, -73.945683)",Manhattan,05/21/2016
mn-06-123287,Link1.0,Live,223 EAST 14 STREET,"(40.73296, -73.986173)",Manhattan,10/01/2016
qu-04-111122,Link1.0,Live,95-36 ROOSEVELT AVENUE,"(40.748971, -73.870489)",Queens,07/22/2017
mn-05-121576,LINK1.0,Removed Pending Reinstall,100 EAST 34 STREET,"(40.746881, -73.981064)",Manhattan,09/10/2017
mn-06-137023,Link1.0,Live,936 1 AVENUE,"(40.754695, -73.965406)",Manhattan,01/24/2018
qu-06-145762,Link1.0,Live,110-72 QUEENS BOULEVARD,"(40.718953, -73.838976)",Queens,03/04/2017
mn-07-120400,Link1.0,Live,2820 BROADWAY,"(40.803579, -73.966917)",Manhattan,06/17/2016
bk-05-145936,Link1.0,Live,22 GEORGIA AVENUE,"(40.677043, -73.899212)",Brooklyn,09/23/2017
mn-06-123634,Link1.0,Live,203 3 AVENUE,"(40.735626, -73.985322)",Manhattan,01/08/2016
bk-07-145862,Link1.0,Live,899 4 AVENUE,"(40.655438, -74.00305)",Brooklyn,07/01/2017
mn-04-136625,Link1.0,Live,306 WEST 57 STREET,"(40.766861, -73.983442)",Manhattan,04/01/2017
mn-03-108269,Link1.0,Live,145 1 AVENUE,"(40.728126, -73.985083)",Manhattan,04/02/2017
mn-05-138316,Link1.0,Live,51 EAST 26 STREET,"(40.742322, -73.985381)",Manhattan,05/15/2019
bx-02-160005,Link5G_NonAd,Live,576 PROSPECT AVENUE,"(40.8129428, -73.9041112)",Bronx,02/12/2024
qu-01-125084,Link1.0,Live,29-19 BROADWAY,"(40.762464, -73.926262)",Queens,03/25/2017
bk-03-108944,Link1.0,Live,846 BROADWAY,"(40.698956, -73.938932)",Brooklyn,04/10/2018
mn-05-122305,Link1.0,Live,500 8 AVENUE,"(40.752949, -73.992762)",Manhattan,04/26/2016
mn-03-133491,Link1.0,Live,45 3 AVENUE,"(40.730578, -73.989008)",Manhattan,04/19/2018
mn-09-137848,Link1.0,Live,2943 BROADWAY,"(40.807508, -73.964488)",Manhattan,08/13/2016
mn-05-134185,Link1.0,Live,1595 BROADWAY,"(40.760266, -73.984857)",Manhattan,05/14/2016
qu-04-136365,Link1.0,Live,83-20 ROOSEVELT AVENUE,"(40.747742, -73.88227)",Queens,08/19/2017
bx-05-119607,Link5G_Ad,Live,48 EAST 183 STREET,"(40.85821, -73.902815)",Bronx,07/07/2022
mn-07-121304,Link1.0,Live,2299 BROADWAY,"(40.786403, -73.9783)",Manhattan,03/29/2016
qu-01-136769,Link1.0,Live,34-01 38 AVENUE,"(40.752279, -73.929055)",Queens,12/14/2017
mn-05-133687,Link1.0,Live,322 7 AVENUE,"(40.747419, -73.993363)",Manhattan,10/28/2022
mn-06-133531,Link1.0,Live,180 3 AVENUE,"(40.73477, -73.986259)",Manhattan,01/08/2016
qu-06-124184,Link1.0,Live,116-12 QUEENS BOULEVARD,"(40.715758, -73.833513)",Queens,07/20/2016
mn-05-122169,Link1.0,Live,1431 BROADWAY,"(40.754493, -73.986935)",Manhattan,07/23/2016
mn-08-121016,Link1.0,Live,1388 3 AVENUE,"(40.774207, -73.957499)",Manhattan,03/02/2016
mn-05-122148,Link1.0,Live,719 7 AVENUE,"(40.759713, -73.984131)",Manhattan,02/18/2017
mn-05-134222,Link1.0,Live,50 EAST 56 STREET,"(40.761511, -73.972745)",Manhattan,04/02/2017
qu-01-125163,Link1.0,Live,33-10 ASTORIA BOULEVARD SOUTH,"(40.769707, -73.916673)",Queens,03/09/2018
mn-05-123023,Link1.0,Live,1 WEST 17 STREET,"(40.73804, -73.992377)",Manhattan,02/11/2017
mn-07-133403,Link1.0,Live,2085 BROADWAY,"(40.779096, -73.982054)",Manhattan,04/22/2016
mn-07-133408,Link1.0,Live,2120 BROADWAY,"(40.780321, -73.981311)",Manhattan,05/05/2016
mn-08-120991,Link1.0,Live,1271 3 AVENUE,"(40.770456, -73.959928)",Manhattan,03/05/2016
mn-08-136012,Link1.0,Live,1091 3 AVENUE,"(40.764833, -73.96405)",Manhattan,03/10/2018
mn-06-121857,Link1.0,Live,953 3 AVENUE,"(40.760347, -73.967306)",Manhattan,06/04/2016
bx-07-144372,Link1.0,Live,2338 LORING PLACE NORTH,"(40.862685, -73.907548)",Bronx,04/07/2017
mn-09-136200,Link1.0,Live,1340 AMSTERDAM AVENUE,"(40.813669, -73.95619)",Manhattan,08/19/2016
mn-06-121770,Link1.0,Live,1063 2 AVENUE,"(40.758777, -73.96584)",Manhattan,05/12/2018
qu-01-145923,Link1.0,Live,38-02 31 STREET,"(40.753718, -73.932216)",Queens,09/16/2017
mn-03-138575,Link1.0,Live,192 2 AVENUE,"(40.73108, -73.985739)",Manhattan,07/08/2016
mn-07-133672,Link1.0,Live,816 AMSTERDAM AVENUE,"(40.796533, -73.968682)",Manhattan,05/30/2023
bx-04-119159,Link1.0,Live,72 EAST 161 STREET,"(40.827356, -73.925223)",Bronx,07/01/2016
mn-08-119833,Link1.0,Live,1622 3 AVENUE,"(40.782159, -73.951699)",Manhattan,02/15/2016
mn-05-122095,Link1.0,Live,699 7 AVENUE,"(40.756638, -73.986634)",Manhattan,12/18/2016
mn-09-134416,Link1.0,Live,1626 AMSTERDAM AVENUE,"(40.822633, -73.94964)",Manhattan,08/13/2017
qu-03-125359,Link1.0,Live,82-01 37 AVENUE,"(40.749829, -73.884155)",Queens,08/19/2017
qu-03-146071,Link1.0,Live,79-20 37 AVENUE,"(40.749459, -73.886455)",Queens,03/09/2018
qu-12-141553,Link1.0,Live,168-06 JAMAICA AVENUE,"(40.706357, -73.792205)",Queens,08/18/2016
qu-03-139602,Link1.0,Live,37-69 78 STREET,"(40.747412, -73.887615)",Queens,07/08/2017
bk-08-145832,Link1.0,Live,737 NOSTRAND AVENUE,"(40.672114, -73.950214)",Brooklyn,03/24/2017
mn-04-108509,Link1.0,Live,238 8 AVENUE,"(40.74475, -73.998736)",Manhattan,03/16/2016
mn-12-100263,Link1.0,Live,1988 AMSTERDAM AVENUE,"(40.833861, -73.941447)",Manhattan,07/15/2016
mn-06-134564,Link1.0,Live,371 2 AVENUE,"(40.736756, -73.981862)",Manhattan,01/24/2018
mn-10-142632,Link1.0,Live,2327 FREDERICK DOUGLASS BOULEVARD,"(40.810023, -73.951413)",Manhattan,09/24/2016
si-02-145728,Link1.0,Live,2820 HYLAN BOULEVARD,"(40.563843, -74.116075)",Staten Island,12/20/2016
bx-02-152585,Link1.0,Live,1020 KELLY STREET,"(40.823945, -73.895682)",Bronx,06/30/2022
bk-16-150013,Link1.0,Live,455 DUMONT AVENUE,"(40.665226, -73.902027)",Brooklyn,04/19/2023
bx-02-158315,Link1.0,Live,1251 REV JAMES POLITE AVE,"(40.828674, -73.896554)",Bronx,02/22/2023
mn-05-137326,Link1.0,Live,346 8 AVENUE,"(40.747905, -73.996434)",Manhattan,06/04/2016
mn-10-119881,Link1.0,Live,2534 FREDERICK DOUGLASS BOULEVARD,"(40.816298, -73.946558)",Manhattan,10/29/2016
mn-09-120563,Link1.0,Live,1481 AMSTERDAM AVENUE,"(40.817656, -73.953007)",Manhattan,08/05/2016
mn-01-133384,Link1.0,Live,50 VARICK STREET,"(40.720983, -74.006488)",Manhattan,07/31/2018
qu-01-133970,Link1.0,Live,30-01 30 AVENUE,"(40.767307, -73.922111)",Queens,10/19/2017
bx-06-146096,Link1.0,Live,4201 3 AVENUE,"(40.846477, -73.896393)",Bronx,06/20/2018
mn-07-135898,Link1.0,Live,609 COLUMBUS AVENUE,"(40.788832, -73.970335)",Manhattan,02/26/2018
mn-06-121849,Link1.0,Live,949 3 AVENUE,"(40.759632, -73.967828)",Manhattan,02/28/2016
mn-07-120640,Link1.0,Live,981 COLUMBUS AVENUE,"(40.800592, -73.961745)",Manhattan,08/25/2017
mn-07-134073,Link1.0,Live,2756 BROADWAY,"(40.801084, -73.967707)",Manhattan,09/16/2017
mn-09-135244,Link1.0,Live,1800 AMSTERDAM AVENUE,"(40.827925, -73.945775)",Manhattan,10/19/2017
si-02-125476,Link1.0,Live,19 SEAVIEW AVENUE,"(40.590983, -74.100732)",Staten Island,01/31/2017
mn-06-103457,Link1.0,Live,200 EAST 25 STREET,"(40.739975, -73.982035)",Manhattan,07/02/2016
bx-07-117868,Link1.0,Live,2415 JEROME AVENUE,"(40.861762, -73.901965)",Bronx,04/19/2018
qu-12-118455,Link5G_Ad,Live,146-64 LIBERTY AVENUE,"(40.695963, -73.804551)",Queens,02/09/2023
bk-01-126861,Link1.0,Live,691 METROPOLITAN AVENUE,"(40.714446, -73.945948)",Brooklyn,09/23/2017
mn-03-123797,Link1.0,Live,410 EAST 6 STREET,"(40.726304, -73.986104)",Manhattan,04/08/2017
mn-09-120269,Link1.0,Live,602 WEST 112 STREET,"(40.805516, -73.966052)",Manhattan,07/02/2016
mn-05-118228,Link1.0,Live,1745 BROADWAY,"(40.765341, -73.982129)",Manhattan,08/31/2017
mn-07-121253,Link1.0,Live,214 WEST 92 STREET,"(40.791943, -73.973425)",Manhattan,05/27/2016
mn-07-108166,Link1.0,Live,2077 BROADWAY,"(40.778607, -73.982178)",Manhattan,05/05/2016
bk-16-113558,Link1.0,Live,584 ROCKAWAY AVENUE,"(40.665662, -73.909888)",Brooklyn,08/19/2022
mn-05-134168,Link1.0,Live,600 MADISON AVENUE,"(40.762906, -73.97203)",Manhattan,04/30/2017
mn-08-120983,Link1.0,Live,1175 3 AVENUE,"(40.767655, -73.961971)",Manhattan,02/27/2016
si-01-158932,Link1.0,Live,514 RICHMOND TERRACE,"(40.646298, -74.089516)",Staten Island,10/27/2022
bx-01-123208,Link1.0,Live,2883 3 AVENUE,"(40.816692, -73.916719)",Bronx,10/06/2017
bk-09-156895,Link5G_Ad,Live,386 UTICA AVENUE,"(40.665114, -73.931592)",Brooklyn,10/11/2022
qu-09-133287,Link1.0,Live,86-15 JAMAICA AVENUE,"(40.692672, -73.857547)",Queens,10/14/2017
bk-03-127093,Link1.0,Live,1805 FULTON STREET,"(40.679143, -73.925474)",Brooklyn,12/22/2016
mn-09-102722,Link1.0,Live,3642 BROADWAY,"(40.829675, -73.947866)",Manhattan,07/20/2016
mn-04-122456,Link1.0,Live,653 10 AVENUE,"(40.762328, -73.993642)",Manhattan,10/07/2017
bk-09-157710,Link1.0,Live,547 ROGERS AVEENUE,"(40.65864, -73.95324)",Brooklyn,07/12/2022
bk-03-145749,Link1.0,Live,1628 FULTON STREET,"(40.679561, -73.9355)",Brooklyn,02/27/2017
mn-06-121695,Link1.0,Live,1011 1 AVENUE,"(40.757174, -73.963906)",Manhattan,10/20/2017
qu-02-145742,Link1.0,Live,65-10 QUEENS BOULEVARD,"(40.740727, -73.899864)",Queens,02/25/2017
qu-01-160061,Link5G_Ad,Live,22-09 QUEENS PLAZA NORTH,"(40.75212, -73.94257)",Queens,07/31/2024
bx-01-146049,Link1.0,Live,289 MORRIS AVENUE,"(40.812079, -73.92659)",Bronx,01/14/2018
mn-06-136611,Link1.0,Live,279 EAST 44 STREET,"(40.751296, -73.971534)",Manhattan,02/17/2018
mn-05-121484,Link1.0,Live,222 LEXINGTON AVENUE,"(40.745863, -73.980233)",Manhattan,05/12/2018
mn-05-122092,Link1.0,Live,724 8 AVENUE,"(40.759221, -73.988187)",Manhattan,03/12/2016
bk-06-145871,Link1.0,Live,459 BERGEN STREET,"(40.681039, -73.97573)",Brooklyn,07/20/2017
qu-06-144552,Link5G_Ad,Live,96-70 QUEENS BOULEVARD,"(40.729209, -73.860566)",Queens,02/23/2023
mn-10-120024,Link1.0,Live,100 WEST 125 STREET,"(40.807818, -73.94583)",Manhattan,11/14/2016
qu-09-145881,Link1.0,Live,105-24 JAMAICA AVENUE,"(40.695221, -73.841187)",Queens,07/15/2017
qu-02-124939,Link1.0,Live,59-40 QUEENS BOULEVARD,"(40.741288, -73.904656)",Queens,11/05/2016
bk-06-127417,Link1.0,Live,739 UNION STREET,"(40.676409, -73.98029)",Brooklyn,03/11/2017
mn-12-120755,Link1.0,Live,565 WEST 174 STREET,"(40.844756, -73.936847)",Manhattan,12/06/2017
qu-06-145763,Link1.0,Live,118-10 QUEENS BOULEVARD,"(40.714861, -73.832341)",Queens,03/04/2017
bk-02-126016,Link1.0,Live,91 HOYT STREET,"(40.687609, -73.986989)",Brooklyn,11/03/2017
mn-11-146004,Link1.0,Live,189 EAST 117 STREET,"(40.798786, -73.939765)",Manhattan,11/11/2017
mn-05-144509,Link1.0,Live,28 EAST 30 STREET,"(40.745126, -73.984639)",Manhattan,10/01/2016
mn-01-122319,Link1.0,Live,106 LAFAYETTE STREET,"(40.718033, -74.001016)",Manhattan,08/11/2016
mn-07-133623,Link1.0,Live,230 WEST 79 STREET,"(40.783649, -73.979752)",Manhattan,08/19/2017
mn-03-123802,Link1.0,Live,237 1 AVENUE,"(40.731219, -73.982827)",Manhattan,08/12/2017
mn-12-134789,Link1.0,Live,1341 ST. NICHOLAS AVENUE,"(40.846875, -73.935653)",Manhattan,12/06/2017
mn-04-123136,Link1.0,Live,595 6 AVENUE,"(40.739432, -73.995475)",Manhattan,02/04/2018
mn-07-134423,Link1.0,Live,2737 BROADWAY,"(40.800476, -73.968186)",Manhattan,08/25/2017
mn-10-138120,Link1.0,Live,2491 FREDERICK DOUGLASS BOULEVARD,"(40.815376, -73.947503)",Manhattan,10/26/2016
mn-06-121529,Link1.0,Live,155 EAST 40 STREET,"(40.749605, -73.975534)",Manhattan,11/13/2016
mn-12-111720,Link1.0,Live,1430 ST. NICHOLAS AVENUE,"(40.849698, -73.933322)",Manhattan,12/05/2017
mn-06-121785,Link1.0,Live,962 2 AVENUE,"(40.755335, -73.968041)",Manhattan,10/07/2017
mn-08-121764,Link1.0,Live,1131 2 AVENUE,"(40.761049, -73.964181)",Manhattan,10/28/2017
bk-04-150244,Link1.0,Live,143 CENTRAL AVENUE,"(40.699584, -73.927465)",Brooklyn,09/07/2022
mn-04-107976,Link1.0,Live,184 11 AVENUE,"(40.748842, -74.006704)",Manhattan,09/24/2017
qu-01-146087,Link1.0,Live,21-04 NEWTOWN AVENUE,"(40.772033, -73.925778)",Queens,05/19/2018
qu-06-124230,Link1.0,Live,106-20 71 AVENUE,"(40.720017, -73.844787)",Queens,02/25/2017
qu-03-125377,Link1.0,Live,88-22 37 AVENUE,"(40.750343, -73.878037)",Queens,10/29/2022
mn-06-121831,Link1.0,Live,200 EAST 51 STREET,"(40.756326, -73.970143)",Manhattan,04/30/2016
mn-06-134583,Link1.0,Live,230 2 AVENUE,"(40.732519, -73.984694)",Manhattan,02/24/2018
mn-07-133639,Link1.0,Live,2600 BROADWAY,"(40.795996, -73.970599)",Manhattan,03/14/2018
mn-12-120799,Link1.0,Live,4306 BROADWAY,"(40.851561, -73.934903)",Manhattan,02/01/2022
mn-08-121040,Link1.0,Live,39 EAST 81 STREET,"(40.777606, -73.960947)",Manhattan,02/03/2018
qu-04-136655,Link1.0,Live,92-12 ROOSEVELT AVENUE,"(40.748595, -73.874203)",Queens,08/05/2017
bx-01-146074,Link1.0,Live,680 MELROSE AVENUE,"(40.819394, -73.916163)",Bronx,03/04/2018
qu-01-145986,Link1.0,Live,38-02 35 AVENUE,"(40.75522, -73.922448)",Queens,10/14/2017
bx-07-144266,Link1.0,Live,3197 BAINBRIDGE AVENUE,"(40.875742, -73.879654)",Bronx,11/19/2021
mn-07-121295,Link1.0,Live,2431 BROADWAY,"(40.790818, -73.97481)",Manhattan,05/27/2016
qu-06-145790,Link1.0,Live,113-14 QUEENS BOULEVARD,"(40.717212, -73.835496)",Queens,03/11/2017
mn-06-121513,LINK1.0,Removed Pending Reinstall,525 3 AVENUE,"(40.746449, -73.977444)",Manhattan,02/06/2016
mn-06-121684,Link1.0,Live,976 1 AVENUE,"(40.756264, -73.964182)",Manhattan,04/18/2018
mn-04-123541,Link1.0,Live,265 WEST 14 STREET,"(40.739719, -74.002217)",Manhattan,03/11/2016
mn-04-138190,Link1.0,Live,120 7 AVENUE,"(40.740772, -73.998204)",Manhattan,11/11/2017
mn-01-138618,Link1.0,Live,201 HUDSON STREET,"(40.723404, -74.008084)",Manhattan,08/05/2017
mn-09-111931,Link1.0,Live,3670 BROADWAY,"(40.830586, -73.947195)",Manhattan,07/10/2016
mn-06-134843,Link1.0,Live,241 1 AVENUE,"(40.731602, -73.982548)",Manhattan,10/07/2017
mn-02-122267,Link1.0,Live,70 WEST 13 STREET,"(40.73654, -73.997156)",Manhattan,03/19/2018
mn-06-121505,Link1.0,Live,151 EAST 31 STREET,"(40.74395, -73.979655)",Manhattan,04/23/2016
mn-10-119982,Link1.0,Live,2084 FREDERICK DOUGLASS BOULEVARD,"(40.802368, -73.956762)",Manhattan,11/17/2016
qu-02-145746,Link1.0,Live,22-25 JACKSON AVENUE,"(40.745418, -73.946937)",Queens,02/25/2017
mn-12-118142,Link1.0,Live,1662 ST NICHOLAS AVENUE,"(40.857212, -73.927576)",Manhattan,11/10/2022
bx-05-119570,Link1.0,Live,100 EAST 188 STREET,"(40.862086, -73.899521)",Bronx,05/10/2017
qu-02-145780,Link1.0,Live,45-02 VAN DAM STREET,"(40.744608, -73.933726)",Queens,03/04/2017
mn-04-122406,Link1.0,Live,560 WEST 42 STREET,"(40.76066, -73.998203)",Manhattan,05/19/2018
